Nombre,Número de reseñas,Número de fotos,Puntuación,Fecha,Comentario,Comida,Servicio,Ambiente,Platos recomendados
Mariela Sillero martina,,,5,11/11/2025,Excelente atención de Leo y Antonela,5,5,5,
Julio Restivo,,,5,11/11/2025,"Excelente comida y atención, gracias Leo y Antolla 👏🏻",5,5,5,
celeste cajak,,,5,11/11/2025,Nadia y Gabriel nos atendieron muy bien .,5,5,5,
Delfii janinn,,,5,11/11/2025,Excelente servicio el de Gabi y Nadia!,5,5,5,
Pedro Fonteñez,,,5,11/11/2025,Gabriel y Nadia un éxito,5,5,5,
Miguel Angel Rios,,,5,11/11/2025,La atención de trinidad y de Nicolás de lima fue excelente,5,5,5,
Noelia kozlowski,,,5,11/11/2025,Muy bueno todo! Excelente,5,5,5,
Mario Barradas,,,5,11/11/2025,Nadia y Gabriel nos atendieron excelente. Y rápido,5,5,5,
Maria Alejandra Barradas,,,5,11/11/2025,nico de lima y trinidad,5,5,5,
Daniela Ontiveros,,,5,11/11/2025,Excelente todo. Muy buena atención y clima acogedor. Trinidad y Nico de Lima 2 personas muy atentas.,5,5,5,
Sabrina,,,5,11/11/2025,Excelente atención de parte Trinidad y Nico De Lima….,5,5,5,
Claudio Bibiloni,,,5,11/11/2025,Excelente,5,5,5,
Victoria Picatto,,,5,11/11/2025,Excelente atención de Claudia y Leandro.,5,5,5,
Alejandro Picatto,,,5,11/11/2025,Graciaaas hermoso lugar primera vez 👌🏻,5,5,5,
David Vargas,,,5,11/11/2025,Leo y antonella,5,5,4,
Facundo Reyes,,,5,11/11/2025,Todo ok !! Bien atendidos por trinidad y nico de lima,5,5,5,
NIcolas Vargas (monovargas),,,5,11/11/2025,Buena atención de Nicolás y Claudia,5,5,5,
Marianella Zampatti,,,5,11/11/2025,"Excelente atención y calidad, muy buena!
Daniel Pacheco Y trinidad, nos dieron muy buena atención!",5,5,5,
Carla Guardia Espinoza,,,5,11/11/2025,Franco y Antonella,5,5,5,
Carli García,,,5,11/11/2025,"La mejor pizza lejosssssss y Muy buena la atención de Tinidad y el mozo Daniel súper atento, le regalo un libro con la historia de güerrin súper contentos. Muchas gracias",5,5,5,
Candela Diaz,,,5,11/11/2025,Buen lugar para comer recomendado,5,5,5,
Cintia Rios,,,5,11/11/2025,"Muy buena atención de Anto y Fede, la pizza rica como siempre",5,5,5,
Diego Diaz,,,5,11/11/2025,Fede y Anto lo mas,5,5,5,
Rocio Rivas,,,5,11/11/2025,Federico y antonella,5,5,5,
Betsabe Rinaldi,,,5,11/11/2025,"Primera vez que vinimos y me pareció Muy lindo lugar y la atención ni hablar, excelente Gabriel y Nadia… felicitaciones 👏🏻👏🏻👏🏻👏🏻👏🏻",5,5,5,
Mariela Rivero,,,5,11/11/2025,Nadia y Grabriel excelentes!!,5,5,4,
Marina Stampone,,,5,11/11/2025,"Muy rico todo, nos recibió y atendió Gabriel",5,4,5,
Ana Prata,,,5,11/11/2025,El mozo gabriel un crack 🙌🏻,5,5,5,
carlos Gomez,,,5,11/11/2025,Excelente lugar y atención de Trinidad y Esteban.,5,5,5,
Daniel Zalazar,,,5,11/11/2025,Antonella y Nico G 😍,5,5,5,
Fernando Guerrero,,,5,11/11/2025,Trinidad muy amable y Esteban un capo! Todo muy bien.,5,5,3,
Barszczuk Magali,,,5,11/11/2025,Trinidad y Esteban unos grosos.,5,4,5,
Paola Silva,,,5,11/11/2025,La pasamos genial Esteban nos atendió de 10 y Trinidad super gentil,5,5,3,
gabriela montilla,,,5,11/11/2025,Gracias trinidad y Gabriel excelente atención!!,5,5,5,
Blanca Rodríguez,,,5,11/11/2025,"La pizza es excepcional. El servicio, impecable, todo rápido. Los mozos, Franco y Trini, muy atentos.",5,5,5,
alonso gutierrez,,,5,11/11/2025,"Excelente ambiente relajado, me gusta el ir y venir de la gente.",5,4,5,
edwin carmona,,,5,11/11/2025,"Excelente como cada vez que venimos, son una delicia, el servicio rápido, Franco y Trinidad son excelentes",5,5,5,
Gonzalo Alonso,,,5,11/11/2025,Las mejores pizzas que he comido en mi vida,5,5,5,
DJ CHIPI PONCE,,,5,11/11/2025,"muy linda la anterior de los chicos de parte de trinidad y gabriel, excelente la comida muy rico todo",5,5,5,
Claudia Olariaga,,,5,11/11/2025,Trinidad y Gabriel me alegraron el día,5,5,5,
Natalia Villarreal,,,5,11/11/2025,Franco y Antonella,5,5,5,
Juan Portella,,,5,11/11/2025,Franco y Antonella,5,5,5,
naty zuluaga,,,5,11/11/2025,Franco y Antonela,5,5,5,
Juan Felipe Restrepo Muñoz,,,5,11/11/2025,Franco y Antonella,5,5,5,
Clari Ro,,,5,11/11/2025,Franco y Antonella,5,5,5,
mariano baez,,,5,11/11/2025,Franco y antonela,5,5,3,
Pablo Baez,,,5,11/11/2025,"Vale la pena la fama que tiene, la pizza está buenísima. Cuando llegamos había una cola enorme, pero mucha gente solo estaba allí para recoger sus pedidos. Pedimos una mesa y nos sentaron enseguida.",4,5,4,
Ezequiel Carrasco,,,5,11/11/2025,"La pizza se demoro 40 minutos, después de hacer 1.30 hs de cola para entrar. Cuando llego estaba pasada en ajo y ají, no se podía comer.",5,5,5,
Romina Muñoz,,,4,hace una hora,Muy buena atencion,5,5,5,
Yami Diaz,,,5,hace una hora,Excelente comida y atención! Genios Trinidad y Gabriel!!!!!,5,4,5,
daniela giannandrea,,,5,hace una hora,"Excelente atenciónnn, y pizzas exquisitamente deliciosas trinidad y Gabriel los mejores nos atendieron un 20!!",5,5,5,
Eliete Lima,,,5,hace una hora,"Excelente y recomendada la pizza de sabor delicioso y porción generosa de ingredientes; el segundo piso NO está al mismo nivel en cuanto a decoración que la primer planta. El servicio tardó un poco en darse cuenta que nadie nos había hecho el pedido, pero después de ahí ya estuvieron más atentos.",5,5,5,
Noelia Giannandrea,,,5,hace una hora,Sabor único y calidad,5,5,5,
javier miranda,,,5,hace una hora,"Un lugar típico, la comida está bien, pero esperaba que las empanadas estuvieran más ricas. ¡El servicio es amable y atento!",5,5,5,
Maria Victoria Martinez Muñoz,,,5,hace una hora,En ambiente sólo 3 porque las mesas para mi opinión personal están muy pegadas unas con otras,5,5,5,
juan albani,,,5,hace una hora,"Como un bld me olvidé de sacar fotos. El lugar está bueno, te atienden rápido, y la comida es rica. Yo comí pizza especial de la casa chica, que tiene muzzarella, jamón, tomate, aceituna y nosé si algo más, son 4 porciones grandes, te llenas bien, tampoco explotás, después de un rato te agarra un poco de hambre. El precio es caro, esa pizza costó como 30K, comí yo y mi papá, y nosé cuanto más por las bebidas. En la entrada podés pedir porciones y otras cosas y más barato, pero comés parado, osea están las mesas altas y comés parado, yo comí en sillas en el segundo piso. Además la pizzería Americana que está en frente, casi nl tiene gemte xD, Güerrín se los llevo todos jaja. ℂ𝕆ℕℂ𝕃𝕌𝕊𝕀𝕆́ℕ: ℝ𝕀ℂ𝕆 𝕐 ℂ𝔸ℝ𝕆",5,5,5,
Fabian Gonzalez,,,5,hace una hora,Un 10,5,5,5,
Claudio Pellecchia,,,5,hace una hora,"Fuimos a esta pizzería, que parece ser una de las más famosas de Buenos Aires, y la experiencia fue muy agradable.

No se necesita reservación; el lugar es muy espacioso, pero se llena.

Se puede pedir por porción o pizzas grandes o pequeñas.

Vale la pena visitarla.

Estuve de nuevo en Buenos Aires y no podía perder la oportunidad de regresar a este lugar.

¡Una vez más, todo estuvo maravilloso!",5,5,5,
Nestor Herrero,,,5,hace una hora,La mejor pizza de argentina. Sin dudas,5,5,5,
Jorge,,,5,hace una hora,Excelente en general!,5,5,5,
Laura Segura,,,5,hace una hora,"Nose si hace falta una reseña de este iconico lugar pero acá estoy, no importa el horario en el que pases siempre va a haber gente pero todo se mueve muy rápido y tienen todo súper organizado así que dudo que tengas que esperar más de 30min (si son varios y no están todos no los dejan pasar a la mesa).
Respecto a la pizza para mi es excelente, desde la masa hasta la salsa así que si o si hay que pasar cuando se puede 💋🍕",5,5,1,
David Felipe Camargo Valenzuela,,,5,hace una hora,El lugar es excelente.. El ambiente acogedor....,3,2,5,
be grando,,,5,fecha de edición: hace una hora,"Transformaron un clásico de Buenos Aires en un souvenir para turistas. El salón ruidoso, el servicio apurado y la pizza que perdió calidad. Una pena.",5,5,3,
Lucía Peralta,,,2,11/11/2025,Ezcelente atención de Leonardo.,3,3,4,
ARIANA PAPICHE,,,5,11/11/2025,Santino y Antonella🖤🖤🖤,5,5,5,
wilmer valbuena,,,4,11/11/2025,"El mozo Nicolas muy bien predispuesto, amable,  atento. Un 10.
Y Agustina muy simpática y amable.
La atención y organización excelente la comida ni hablar. Super recomendable!!. Es un fijo cada vez que estoy por bs as.",5,5,5,
Julian Bonetti,,,5,10/11/2025,riquísimo las pizzas y muy buena atención de agustina y beto,5,5,3,
Sebastian Natal,,,5,10/11/2025,muy buen servicio por parte de agustina y beto,5,4,5,
Verónica Gómez,,,5,10/11/2025,Excelente atención!!!! 100 puntos  Nico y agustina!!!!! Volveré siempre!!!!,5,4,5,
Pau Posada,,,4,10/11/2025,"Espectacular, LA MEJOR  pizza. Los chicos muy atentos, destaco al mozo Ariel, Claudia y Trini que me permitieron no solo disfrutar de la comida si no vivir una buena experiencia en la historia del sitio. Ameee rotundamente, lo super recomiendo!",5,5,4,
Aneley Santamaría,,,5,10/11/2025,"Nos recibió Agustina, y en la mesa nos atendió Nico. Fui con mi sobrino y nos malcriaron como nunca. La Fugazzeta rellena con jamón no tiene rival. Gracias, volveremos!",4,4,3,
Roberto Fernandez,,,5,10/11/2025,"Nos atendieron muy bien, excelente comida y lugar. Voy a volver claramente ♥️",4,4,3,
daniele morg,,,4,10/11/2025,"Nos atendieron agustina y nico, realmente una experiencia inolvidable, comida riquísima y gran ambiente, volveria mil veces!",4,5,5,
Jorge Martinez,,,5,10/11/2025,Súper excelente todo gracias a Trinidad y a Franco que nos atendieron increíble,5,5,4,
Satoru Gojo,,,4,10/11/2025,Increíble,5,5,5,
Nicolas Zelaya,,,5,10/11/2025,Lautaro y Antonela nos atendieron excelente. La mejor pizza que he probado,5,5,5,
Anabel Ramos,,,5,10/11/2025,Muy buena atención de trinidad y mariano,5,5,5,
New G.,,,5,10/11/2025,"Excelente servicio. Nos recibió Trinidad, super amable. Nos ubicó super rápido. Luego nos atendió Brian, de 10. Excelente servicio. Recomendamos la de Pepperoni y la Napo",5,5,4,
Claudio Colombi,,,5,10/11/2025,"Siempre es un placer venir
Y traer amigos que nunca vinieron y ver su caras lo es todo, gracias por la atención de Agustina y Beto por el servicio brindado!!!",5,5,4,
Federico Barile,,,5,10/11/2025,"Excelente, complacida con el lugar, muy porteño",5,4,5,
eduardo mogrovejo calachahuin,,,5,10/11/2025,Todo muy placentero y muy bien atendidos por Trynidad y Franco,5,5,4,
Salvador Costanzo,,,5,10/11/2025,"Top 1.
Muy bueno todo. Diez puntos la atención de Milagros, Antonella y Gonzalo.",5,4,5,
Julieta Cordiano,,,5,10/11/2025,Excelente lugar. Trinidad un 10/10 en el servicio y Franco un gran anfitrión del local. Totalmente recomendado!!!,5,5,4,
silvana armella,,,5,10/11/2025,Excelente atención de Trinidad y Franco! Unos genios!,4,3,3,
miguel angel,,,5,10/11/2025,"Excelente atención de Franco y Trinidad. La pizza muy rica, pero mala la recepción y tener que esperar 30 min para entrar y que te lleven de aquí para allá.
Lo de más excelente, los chicos muy amables.",4,5,5,
Mateo Monasterios,,,5,10/11/2025,"Gonzalo, Antonella y milagros de diezzzz",5,5,5,
Mauro Beltrami,,,5,10/11/2025,"Excelente atención de Franco y Beto. Unas genias Ivana y Claudia. Vale la pena la espera, las mejores pizzas de Buenos Aires",5,5,5,
Andrea Gross,,,5,10/11/2025,"Espera un poco larga pero, tomando en cuenta la experiencia, el cumulo de clientes y el sabor vale totalmete la pena",5,5,5,
Valen,,,5,10/11/2025,Santiago y Antonella,5,5,5,
Carolina Heintz,,,5,10/11/2025,Pizzas de muy buenas porciones y de un sabor espectacular!,5,5,5,
Marina Sak,,,2,10/11/2025,Muy bueno servicio de Nacho y Antonella,5,5,5,
Maximo Sanchez,,,4,10/11/2025,"Excelente atención y servicio
Ernesto y Antonela",5,5,5,
Paula Trunzo,,,4,10/11/2025,Atendido por Leo y Antonella muy bien todo,5,5,5,
Paula Andrea Rodríguez Romero,,,5,10/11/2025,Excelente servicio de nacho y antonella,5,5,5,
Juan pablo Urrego Rodriguez,,,5,10/11/2025,"Antonela, capa total. Leo muy atento",5,5,5,
marina elisa fraga,,,5,10/11/2025,Sin duda es un icono y pura tradición de la pizza porteña. Ir a Guerrin es un imperativo para conocer la gastronomía popular de Buenos Aires.,5,5,5,
Mili G,,,5,10/11/2025,Lugar mágico que te transporta en el tiempo y la comida perfecta.,5,5,5,
Sofia MORELLI,,,5,10/11/2025,Antonella y Leo,5,5,5,
Juana Dreher,,,5,10/11/2025,Unos genios Antonela y Gonzalo!!!!!!,5,5,5,
Yamila Parodi,,,5,10/11/2025,Solo no pudimos sentarnos todos juntos porque éramos un grupo grande. Pero las pizzas espectaculares.,5,5,5,
Lili Castillo,,,5,10/11/2025,Súper rico!,5,5,5,
Ignacio Canepa,,,5,10/11/2025,"La pizza rica y con mucho mucho queso. La verdad no es mi tipo de pizza pero objetivamente buena. El ambiente no es agradable ni dentro ni fuera. Dentro esta súper ruidoso y lleno, fuera te sientes inseguro, rodeado de gente hostil. Un clásico, pero personalmente no haría la fila de nuevo.",5,5,5,
Bruni & Co,,,5,10/11/2025,"El ambiente me transporta a il Vera Italia. En esta oportunidad nos atendió Erwin, muy cordial. La pizza un 10.",5,5,5,
Guillermo Canepa,,,5,10/11/2025,In-creible la mejor pizza de latam,5,5,5,
Carla Gimenez,,,5,hace un día,"Excelente atención la calidad de la materia prima que usan es muy alta lo que se ve reflejado en el producto final
Hay que tener un poco de paciencia no se asusten si ven mucha gente que la cola va rápido si están cerca no se lo pierdan",5,5,5,
Gabriel Caruso,,,5,hace un día,La mejor del planeta,5,5,5,
Carlos Colella,,,5,hace un día,"Está muy bueno el salón de atrás, al fondo. La pizza es muy buena.",5,5,5,
jeyson perez de velazco,,,5,hace un día,"La pizza está muy buena, pero se llena muchísimo. Si llegas tarde, tendrás que esperar horas en la cola, ¡pero sin duda merece la pena visitarla!",5,5,5,
Manuel,,,5,hace un día,Horrible parece un pan con queso🫠…,5,5,5,
Ian Salomoni,,,5,hace un día,Excelente las pizzas cómo así también las empanadas fritas,5,5,5,
Elias Salomoni,,,5,hace un día,Que rico Darin!!!,5,5,5,
Javier Chacon Zambrano,,,5,fecha de edición: hace un día,Todo muy rico y la atención excelente,5,5,3,
Diego Sánchez,,,5,hace un día,"Hace 60 años que lo conozco
Siempre buena Pizza 🍕
Ahora tienen un lugar muy práctico en la Vereda, bien cerrado, en Plena Calle Corrientes! Al lado de los vehículos y las luces de los teatros!",5,5,5,
Milagros Scabini,,,5,hace un día,"Un histórico de Buenos Aires,  no podes dejar de comerte una porción y sumarle una de faina",5,5,5,
Norberto Acerbi,,,5,hace un día,"Pizza de molde (masa gruesa), de buen sabor.",5,5,5,
Lucas Gutierrez,,,5,hace un día,"La mejor pizza de CABA, sin dudas.",5,5,4,
Ludmila Grillo,,,5,hace un día,Es tan buena o pizza que pasa todo el tiempo llena tuve que pedir para llevar,5,4,5,
Bethzabeth Mendoza,,,5,hace un día,"La pizza muy rica, aunque nada de otro mundo. El lugar (mesa, vajilla, azulejos de la pared contra la mesa) bastante sucios.

Cuando llegamos conseguimos mesa al instante, pero al irnos (21.15 aprox) la cola era de media cuadra.

Muchísima gente y poco espacio entre mesas, por lo que cada vez que alguien pasaba, teníamos que levantar nuestra bandeja de pizza para que no la chocasen.

Precios razonables. Servicio rápido y camareros amables.",5,5,5,
Gustavo Acosta,,,5,hace un día,La mejor pizza de argentina,5,5,5,
Nicolás Torres,,,5,hace un día,"Fuimos dos personas, cenamos fugazzeta rellena de 4 p mas dos gaseosas, la parte de arriba de la pizza le falta cocción, se sentía el gusto a la masa cruda. La atención moderada, el lugar es una icono de las pizzerias, pero no fuimos con gusto a poco. Volveremos por otra oportunidad . Precios moderados ($41000 - 8/11/25)",5,5,5,
Luis Vásquez Quezada,,,5,hace un día,Es una de las mejores pizzerias de buenos aires,5,5,5,
Carlos Larez,,,5,hace un día,"Tremenda pizza super recomendable para comer , aunque haya cola",5,5,5,
Aixa Ozán Marquez,,,4,hace un día,La mejor pizza de Buenos Aires para mi gusto si te gustan con mucho queso y basta.,5,5,4,
thomas Torres,,,5,hace un día,Hay que esperar para entrar pero vale la pena,5,4,5,
Marcos Torres,,,5,hace un día,"La pizza me pareció muy mala para el marketing q tiene. He comido pizzas 1000 veces mejores en otros lugares y sin esperar. No voy a volver,no vale la pena.",5,5,5,
Candela Cofré,,,5,hace un día,"Nos atendió federico y Antonella, super amables",5,5,4,
Lucas,,,5,hace un día,Atención excelente,5,4,5,
Shira Vega,,,5,hace un día,"Federico y Antonela los mejores !! Un servicio de Lujo ! Atención personalizada , amabilidad al 100 una experiencia q vale la alegria de vivirla!!",5,5,5,
delfi bricca,,,5,hace un día,Beto y Paola muy buena atención. La comida excelente.,5,5,5,
Juan pablo,,,5,hace un día,Federico y Antonella. Amorosos y muy amables… excelente atención!!,5,5,5,
Karla Franco,,,5,hace un día,"¡Servicio y calidad de la pizza, fantásticos!",5,5,5,
Andrés Gómez,,,5,hace un día,Federico y Antonela excelente servicio,5,5,5,
Alejandra Ojalvo,,,5,hace un día,federico y antonella,5,5,5,
Pablo Rea Pidcova,,,5,hace un día,Excelentes pizzas! Y muy buena atención de Claudia y Pacheco. Gracias!!,5,5,5,
Luis Herrera,,,5,hace un día,Claudia y Pacheco unos genios! Atención de 1000000🫶🏼🙌🏻 súper atentos,5,5,5,
Lily Reider,,,5,hace un día,Levi y antonella excelente atención,5,5,4,
Valentina Berterretche,,,5,fecha de edición: hace un día,Increíble Levi y Antonella,5,5,2,
Ruben Ayala,,,4,hace un día,Levi y Anto muy atentos son lo más 💖,4,3,5,
Andrey Ramirez Bolaños,,,5,hace un día,excelente!! súper bien el atendimento de Levi y Antonella,5,5,5,
Augusto Gallina Martin,,,5,hace un día,"Antonella y Levy nos atendieron muy bien. Mucha amabilidad y buen servicio.
Muy rica la comida",5,5,5,
Juliana Vazquez,,,5,hace un día,"Excelente todo, las personas que nos atendieron 100/100💖💗 Claudia, Nacho y Trinidad💗 geniooss todos
La mejor pizza que existe",5,5,5,
Annie A.,,,5,hace un día,Muy buena,5,5,5,
Valentina Sofia ROJAS ARELLANO,,,5,hace un día,"Fuimos atendidos por Leandro y Claudia. Quienes fueron muy amables y atentos a la hora de lo ir sea. No sé cuánto es su sueldo, pero creo que se merecen un aumento",5,5,4,
Kareen Spiers,,,5,hace un día,Muy rica la comida. Gran atención por parte de Nacho y Trinidad.,4,5,5,
Javier Reategui,,,5,hace un día,"La comida muy buena, vale realmente la pena la espera. Es una experiencia de la pizza porteña.
Nos atendió Trinidad super amable!",5,5,4,
MARIA SOFIA BARRIOS PORTALES,,,5,hace un día,Excelente la atención de Trinidad,5,5,5,
diego noguera,,,5,hace un día,Erwin y antonella,5,5,4,
Nicolás Alejandro Auil Contursi,,,5,hace un día,Muy buena comida. Excelente atención de Agustín y Antonella.,5,4,5,
Gabrielly Soares,,,5,hace un día,Excelente atención de Daniel Pacheco y Claudia! Lo mejor de Güerrin! Son unos genios!,5,5,5,
isidora,,,4,hace un día,Gran atención de Agustín y Antonela!!,5,3,5,
Maia Ruth Cardoso Zeitune,,,5,fecha de edición: hace un día,Agustín y Antonela 👏🏻👏🏻👏🏻,5,5,5,
Ignacio Aguirre,,,5,hace un día,Excelente atención de Pacheco y Claudia,5,5,4,
César Alves Júnior,,,5,hace un día,Muy buena atención por el mozo leo y Claudia que nos buscó una mesa en tiempo record !,5,4,5,
Eduardo Archilla,,,5,hace un día,Gran. Atención de Pacheco y Claudia unos genios buena predisposición y talento para trabajar,5,5,4,
Sebastian Aristimuño,,,5,hace un día,"Bien Claudia, Trinidad y Leo que nos atendieron de 10!!",5,4,5,
Enrique Miranda,,,5,hace un día,Muy buena atención de Trinidad y Agustín. Nos atendieron super bien y rápido.,4,5,5,
Soledad Roel,,,4,hace un día,Trinidad y agustin unos genios! Gracias por la atención 🤗,5,5,5,
Gabilan gabilan,,,5,hace un día,Agustin y antonella,5,5,3,
Matheus Moro,,,5,hace un día,"Tuvimos bastante espera pero una vez adentro es rapidísimo !!! Y exquisita la comida , la atención de Antonella  y de Agustín",5,4,2,
Martu Del rio,,,1,hace un día,"Riquísima pizzería, muchas gracias a Antonella que nos recibió rapidísimo a pesar de la larga fila de la noche de los museos.",5,4,5,
Marcelo Morinigo,,,5,hace un día,"Nos atendió Trini y Agus, excelente servicio y predisposición",4,5,3,
Caty,,,5,hace un día,Me entra frío por la puerta.,5,4,1,
Betty Broncano,,,3,hace un día,Buena la atención de trinidad y agustin,5,1,5,
Aldana castañares,,,5,hace un día,Excelente!!!! Todo espectacular.. Antonella en la entrada muy ágil y eficiente su atención!,1,5,5,
Eze bustos,,,5,hace un día,"10/10 en todo, siempre me pido la de muzza común y la fugazeta rellena. Franco y Trini, los mejores!!!",5,5,5,
Nicole,,,5,hace un día,Antonella una GENIA 🫶🏼,5,5,5,
Augusto Parente,,,5,hace un día,"agus muy rápido y atento.
Y trinidad un amor en la atención
Primera vez que vine y espectacular todo. La comida exquisita y la rapidez de la fila
Obviamente volveremos!!",5,4,5,
Clínica Odontológica Digital Abait Capandegui,,,5,hace un día,"Agus el mozo, excelente",4,5,1,
mariana leyva,,,5,hace un día,"Gracias trinidad en la recepción espectacular! Una cola larga y fue rapidísima muy atenta. Agustin como mozo muy atento y veloz, atención excepcional!
Gracias",5,1,5,
DaiD,,,5,hace un día,Muy genia Trinidad y muy genio Agus!!,1,5,2,
Rancho Kan,,,5,hace un día,Agus y Trinidad unos groso,5,5,5,
Magali Brenna,,,5,hace un día,Gracias Trinidad y Agustin,5,5,5,
manuedu2002,,,5,hace un día,Trinidad y Agus excelentes anfitriones!! Gracias!,5,5,5,
Pedro Massot,,,5,hace un día,"Trinidad y Agus, excelente servicio",5,5,5,
Daycelu Melo,,,5,hace un día,"Es la única pizza del mundo donde te pueden servir la misma porción de mozzarella de 100 formas diferentes. No tienen una calidad establecida. Varia desde cruda o fría a quemada y dura. No tienen control de calidad. Y son ridículos sus precios, U$D 3 una porción de pizza es desproporcionado. Es gracioso porque cuando el dólar era una locura siempre la porción de mozzarella en la barra fue U$D 1 hasta que las cosas en este país comienzan a funcionar diferentes entonces ignoran el dólar.",5,5,4,
mariana villanueva,,,5,hace un día,"🇦🇷🇪🇸 Una de las pizzerías más conocidas de Buenos Aires, ubicada en plena calle Corrientes entre teatros y restaurantes. Excelentes pizzas de diversas combinaciones, a cada cual más sabrosa. Buena atención y precios acordes. En horario nocturno está siempre saturada y hay que hacer cola para entrar. Adentro los comensales se apretujan en mesas ubicadas muy próximas entre sí. Vaya
🇬🇧🇺🇲 One of the best-known pizzerias in Buenos Aires, located in the middle of Corrientes street between theaters and restaurants. Excellent pizzas of various combinations, each tastier. Good service and reasonable prices. At night it is always saturated and you have to queue to enter. Inside, the diners squeeze into tables located very close to each other. Go",5,5,5,
German David Freiberg,,,5,hace un día,En la noche de los museos Trinidad de 10!,5,5,5,
Liliana Clavijo,,,5,hace un día,La atención y el servicio de Franco y Trinidad ha sido excelente. La mejor pizza de Baires.,5,5,5,
Jaz Min,,,4,hace un día,La pizza como siempre un espectáculo y la atención de Franco y Trinidad un lujo!!,5,5,5,
Ricardo Pellegri,,,5,hace un día,"Excelente !
Muy buena atención de Franco y trinidad !
Gracias",5,5,5,
Daniel Low,,,4,fecha de edición: hace un día,"Guerrin es una pizzería tradicional en la Avenida Corrientes de Buenos Aires; creo que tiene más de 90 años. La pizza es enorme, suficiente para dos personas, y se puede pedir para llevar. La limpieza de los cubiertos y el ambiente podrían mejorar. La pizza es sabrosa, pero los ingredientes son más tradicionales, no como las pizzas que conocemos en Brasil.",5,5,5,
Augusto,,,4,hace un día,Agustin y Antonella,5,5,5,
Gabriel Sanchez,,,4,fecha de edición: hace un día,La comida muy rica,5,5,5,
diego cariello,,,1,hace un día,Muy buena atención de Antonella y Agustín,5,5,5,
Mariano Ciampo,,,5,hace un día,Exelente atención Antonella y Agustin,5,5,5,
Miguel Angel Copetti,,,5,hace un día,Excelente atención de Agus y Trinidad,5,5,4,
Agustina Shaw,,,5,hace un día,"Super bien todo, tuvimos que esperar un rato un poco largo la comida pero excelente todo, se entiende por la cantidad de gente que hay y todo, muy eficiente todo. Trini y Agus muy atentos y amables. Nos ubicaron afuera y hacia un poco de calor, pero nada muy bien",5,5,5,
cecilia bobbio,,,5,hace un día,Trinidad y Agustín,5,5,3,
DANI MARLO,,,5,hace un día,Muy buena atención de Trini y Agus,5,5,5,
alfredo filippini,,,5,hace un día,Todo un espectáculo! Gracias trinidad y agus,5,5,5,
Agustín Zilloni,,,5,hace un día,Federico y Antonella,5,5,5,
Jesus Omar Garcia,,,1,hace un día,"Agustín nos atendió súper bien, era un día muy movido y estuvo en todo. La comida muy buena",5,5,5,
